call_id,loan_id,call_date,outcome,agent_notes
CALL0000827,LOAN0002705,2026-11-12,Promise to pay,Could not reach
CALL0000828,LOAN0000739,2026-05-07,Connected,Customer requested extension
CALL0000829,LOAN0000466,2026-07-24,Connected,Customer requested extension
CALL0000830,LOAN0002323,2025-10-05,Promise to pay,Could not reach
CALL0000831,LOAN0001518,2026-09-14,Connected,Could not reach
CALL0000832,LOAN0002451,2026-01-08,No answer,Could not reach
CALL0000833,LOAN0001844,2026-04-22,Promise to pay,Customer requested extension
CALL0000834,LOAN0000983,2026-10-02,Promise to pay,Will pay this week
CALL0000835,LOAN0001878,2026-10-09,Promise to pay,Could not reach
CALL0000836,LOAN0002666,2026-04-05,No answer,Disputed amount
CALL0000837,LOAN0002036,2026-03-23,Dispute raised,Disputed amount
CALL0000838,LOAN0000649,2026-04-02,Dispute raised,Could not reach
CALL0000839,LOAN0001081,2026-09-24,No answer,Income delayed
CALL0000840,LOAN0001677,2025-09-22,Connected,Will pay this week
CALL0000841,LOAN0002010,2026-10-19,No answer,Could not reach
CALL0000842,LOAN0001626,2026-03-13,Wrong number,Income delayed
CALL0000843,LOAN0000428,2025-11-13,Connected,Customer requested extension
CALL0000844,LOAN0001329,2025-11-05,Connected,Could not reach
CALL0000845,LOAN0000541,2026-06-03,No answer,Disputed amount
CALL0000846,LOAN0001148,2026-07-12,No answer,Customer requested extension
CALL0000847,LOAN0002488,2026-05-13,Connected,Disputed amount
CALL0000848,LOAN0000313,2026-03-15,Connected,Disputed amount
CALL0000849,LOAN0000004,2026-05-02,Connected,Customer requested extension
CALL0000850,LOAN0003145,2026-04-03,Connected,Could not reach
CALL0000851,LOAN0001999,2026-08-15,Connected,Income delayed
CALL0000852,LOAN0001160,2026-10-19,No answer,Could not reach
CALL0000853,LOAN0003168,2026-01-11,Connected,Customer requested extension
CALL0000854,LOAN0000293,2026-07-12,No answer,Customer requested extension
CALL0000855,LOAN0002883,2026-12-11,Connected,Disputed amount
CALL0000856,LOAN0001573,2026-09-06,No answer,Could not reach
CALL0000857,LOAN0001043,2025-11-23,Connected,Disputed amount
CALL0000858,LOAN0003069,2026-08-07,Connected,Will pay this week
CALL0000859,LOAN0002449,2026-05-19,Connected,Will pay this week
CALL0000860,LOAN0000712,2026-08-04,Promise to pay,Disputed amount
CALL0000861,LOAN0002757,2026-04-19,Connected,Income delayed
CALL0000862,LOAN0000555,2026-07-11,Promise to pay,Customer requested extension
CALL0000863,LOAN0000302,2026-02-11,No answer,Income delayed
CALL0000864,LOAN0001261,2026-03-22,Wrong number,Income delayed
CALL0000865,LOAN0001934,2026-12-24,Connected,Disputed amount
CALL0000866,LOAN0001320,2026-11-03,Connected,Disputed amount
CALL0000867,LOAN0003353,2026-04-10,No answer,Will pay this week
CALL0000868,LOAN0000398,2026-04-17,No answer,Will pay this week
CALL0000869,LOAN0002652,2026-06-04,No answer,Income delayed
CALL0000870,LOAN0000652,2026-08-19,No answer,Income delayed
CALL0000871,LOAN0002065,2026-12-04,Connected,Will pay this week
CALL0000872,LOAN0000266,2026-06-20,Promise to pay,Will pay this week
CALL0000873,LOAN0002642,2026-04-11,Connected,Disputed amount
CALL0000874,LOAN0002903,2026-11-02,Dispute raised,Could not reach
CALL0000875,LOAN0000828,2026-06-06,Connected,Could not reach
CALL0000876,LOAN0002102,2026-08-08,Connected,Will pay this week
CALL0000877,LOAN0000758,2026-08-03,Connected,Customer requested extension
CALL0000878,LOAN0000873,2026-08-12,Promise to pay,Income delayed
CALL0000879,LOAN0002405,2026-06-10,Connected,Customer requested extension
CALL0000880,LOAN0001532,2026-04-02,No answer,Could not reach
CALL0000881,LOAN0001036,2026-02-05,No answer,Disputed amount
CALL0000882,LOAN0001399,2026-09-04,Promise to pay,Will pay this week
CALL0000883,LOAN0001230,2026-07-24,Connected,Will pay this week
CALL0000884,LOAN0000921,2026-05-12,No answer,Income delayed
CALL0000885,LOAN0003146,2026-02-11,Promise to pay,Disputed amount
CALL0000886,LOAN0002680,2025-12-04,No answer,Customer requested extension
CALL0000887,LOAN0001904,2026-08-14,Dispute raised,Income delayed
CALL0000888,LOAN0002154,2026-03-08,Connected,Customer requested extension
CALL0000889,LOAN0000685,2026-04-18,Promise to pay,Could not reach
CALL0000890,LOAN0002358,2026-04-06,No answer,Income delayed
CALL0000891,LOAN0000491,2026-06-13,Connected,Income delayed
CALL0000892,LOAN0000291,2026-08-18,No answer,Could not reach
CALL0000893,LOAN0003318,2026-07-06,Dispute raised,Will pay this week
CALL0000894,LOAN0000070,2026-09-25,Connected,Will pay this week
CALL0000895,LOAN0001012,2026-05-12,No answer,Income delayed
CALL0000896,LOAN0001522,2026-04-21,Wrong number,Disputed amount
CALL0000897,LOAN0002339,2026-09-06,Connected,Will pay this week
CALL0000898,LOAN0002926,2026-06-02,Connected,Could not reach
CALL0000899,LOAN0001109,2026-06-20,Connected,Income delayed
CALL0000900,LOAN0000221,2026-09-12,Promise to pay,Could not reach
CALL0000901,LOAN0002536,2026-08-13,Connected,Income delayed
CALL0000902,LOAN0000050,2026-06-03,Promise to pay,Customer requested extension
CALL0000903,LOAN0001774,2026-03-12,Promise to pay,Customer requested extension
CALL0000904,LOAN0002030,2026-12-19,Promise to pay,Disputed amount
CALL0000905,LOAN0001613,2027-01-20,Connected,Could not reach
CALL0000906,LOAN0000861,2025-11-15,No answer,Disputed amount
CALL0000907,LOAN0000943,2026-07-15,No answer,Customer requested extension
CALL0000908,LOAN0002001,2026-07-22,Wrong number,Could not reach
CALL0000909,LOAN0002549,2027-01-04,Dispute raised,Could not reach
CALL0000910,LOAN0002683,2026-05-23,Dispute raised,Income delayed
CALL0000911,LOAN0002252,2025-12-16,Wrong number,Customer requested extension
CALL0000912,LOAN0002818,2025-10-04,Promise to pay,Customer requested extension
CALL0000913,LOAN0002636,2026-03-15,Promise to pay,Could not reach
CALL0000914,LOAN0000874,2026-09-11,Connected,Could not reach
CALL0000915,LOAN0000938,2026-05-03,Connected,Income delayed
CALL0000916,LOAN0000570,2026-06-03,Connected,Income delayed
CALL0000917,LOAN0002486,2026-02-10,Connected,Will pay this week
CALL0000918,LOAN0003182,2026-09-17,Connected,Income delayed
CALL0000919,LOAN0001933,2025-12-13,Connected,Income delayed
CALL0000920,LOAN0001855,2026-01-17,Connected,Could not reach
CALL0000921,LOAN0000610,2027-01-04,Wrong number,Disputed amount
CALL0000922,LOAN0001041,2026-03-24,Promise to pay,Could not reach
CALL0000923,LOAN0002989,2026-09-07,Connected,Income delayed
CALL0000924,LOAN0000373,2026-04-02,Promise to pay,Could not reach
CALL0000925,LOAN0001147,2026-05-12,No answer,Customer requested extension
CALL0000926,LOAN0000897,2026-09-18,No answer,Could not reach
CALL0000927,LOAN0002592,2027-01-04,No answer,Income delayed
CALL0000928,LOAN0000230,2026-09-21,Wrong number,Disputed amount
CALL0000929,LOAN0002863,2026-08-21,No answer,Could not reach
CALL0000930,LOAN0001708,2025-11-07,Dispute raised,Will pay this week
CALL0000931,LOAN0001544,2026-01-23,Connected,Could not reach
CALL0000932,LOAN0001824,2026-07-17,Wrong number,Customer requested extension
CALL0000933,LOAN0001530,2025-10-20,No answer,Income delayed
CALL0000934,LOAN0001670,2026-12-08,No answer,Disputed amount
CALL0000935,LOAN0000048,2026-05-07,Connected,Disputed amount
CALL0000936,LOAN0003155,2026-11-16,No answer,Disputed amount
CALL0000937,LOAN0003107,2026-05-02,Connected,Customer requested extension
CALL0000938,LOAN0002929,2026-07-04,Promise to pay,Disputed amount
CALL0000939,LOAN0002199,2026-08-11,Connected,Could not reach
CALL0000940,LOAN0002244,2026-07-04,Promise to pay,Could not reach
CALL0000941,LOAN0001718,2026-06-21,Connected,Customer requested extension
CALL0000942,LOAN0002252,2026-02-22,No answer,Income delayed
CALL0000943,LOAN0000669,2026-09-23,No answer,Income delayed
CALL0000944,LOAN0000563,2025-11-25,No answer,Income delayed
CALL0000945,LOAN0003349,2026-04-23,Connected,Will pay this week
CALL0000946,LOAN0000677,2025-09-07,Promise to pay,Disputed amount
CALL0000947,LOAN0002324,2026-08-17,No answer,Will pay this week
CALL0000948,LOAN0002106,2026-08-12,Connected,Could not reach
CALL0000949,LOAN0000881,2026-03-06,Promise to pay,Disputed amount
CALL0000950,LOAN0000568,2026-02-15,Connected,Customer requested extension
CALL0000951,LOAN0001015,2027-02-07,Promise to pay,Income delayed
CALL0000952,LOAN0000247,2025-09-24,Connected,Income delayed
CALL0000953,LOAN0001863,2026-01-13,No answer,Income delayed
CALL0000954,LOAN0000207,2026-04-23,No answer,Income delayed
CALL0000955,LOAN0002539,2026-01-06,Connected,Could not reach
CALL0000956,LOAN0002572,2026-10-16,Connected,Will pay this week
CALL0000957,LOAN0002858,2026-04-09,Promise to pay,Disputed amount
CALL0000958,LOAN0003236,2026-02-17,Connected,Disputed amount
CALL0000959,LOAN0002390,2026-06-22,Connected,Could not reach
CALL0000960,LOAN0000487,2026-09-19,Promise to pay,Disputed amount
CALL0000961,LOAN0003236,2025-10-06,No answer,Customer requested extension
CALL0000962,LOAN0001727,2026-01-09,Connected,Disputed amount
CALL0000963,LOAN0003327,2026-10-06,No answer,Will pay this week
CALL0000964,LOAN0001821,2026-08-04,Wrong number,Customer requested extension
CALL0000965,LOAN0001549,2026-03-20,No answer,Could not reach
CALL0000966,LOAN0000658,2025-09-06,Connected,Disputed amount
CALL0000967,LOAN0002804,2025-11-17,Dispute raised,Could not reach
CALL0000968,LOAN0002971,2026-06-09,Connected,Will pay this week
CALL0000969,LOAN0002963,2026-03-09,No answer,Could not reach
CALL0000970,LOAN0003418,2026-07-07,No answer,Customer requested extension
CALL0000971,LOAN0000075,2026-07-06,Connected,Will pay this week
CALL0000972,LOAN0000197,2026-09-14,Promise to pay,Will pay this week
CALL0000973,LOAN0000757,2026-06-04,Dispute raised,Will pay this week
CALL0000974,LOAN0002492,2025-08-08,Promise to pay,Income delayed
CALL0000975,LOAN0002562,2026-08-07,Wrong number,Disputed amount
CALL0000976,LOAN0001598,2025-11-19,Promise to pay,Customer requested extension
CALL0000977,LOAN0000437,2026-02-25,No answer,Income delayed
CALL0000978,LOAN0000251,2026-09-16,No answer,Customer requested extension
CALL0000979,LOAN0001546,2026-04-10,No answer,Could not reach
CALL0000980,LOAN0000179,2026-02-16,Promise to pay,Income delayed
CALL0000981,LOAN0001549,2025-12-02,Promise to pay,Income delayed
CALL0000982,LOAN0000276,2026-06-24,Wrong number,Disputed amount
CALL0000983,LOAN0003277,2026-10-02,Dispute raised,Will pay this week
CALL0000984,LOAN0001940,2026-10-04,No answer,Could not reach
CALL0000985,LOAN0000511,2026-06-19,Connected,Customer requested extension
CALL0000986,LOAN0001474,2026-08-16,No answer,Will pay this week
CALL0000987,LOAN0002661,2026-01-03,No answer,Will pay this week
CALL0000988,LOAN0001983,2026-08-24,Connected,Customer requested extension
CALL0000989,LOAN0002922,2026-04-21,Connected,Disputed amount
CALL0000990,LOAN0001804,2026-01-06,No answer,Customer requested extension
CALL0000991,LOAN0002426,2026-10-17,No answer,Could not reach
CALL0000992,LOAN0001292,2026-07-23,Connected,Income delayed
CALL0000993,LOAN0001070,2026-10-22,Connected,Could not reach
CALL0000994,LOAN0003041,2026-01-12,No answer,Will pay this week
CALL0000995,LOAN0001648,2026-09-05,Connected,Could not reach
CALL0000996,LOAN0001910,2025-12-23,Dispute raised,Customer requested extension
CALL0000997,LOAN0000554,2026-09-04,Dispute raised,Income delayed
CALL0000998,LOAN0001218,2026-01-24,Connected,Could not reach
CALL0000999,LOAN0003297,2025-10-02,No answer,Will pay this week
CALL0001000,LOAN0002552,2025-11-22,Promise to pay,Could not reach
CALL0001001,LOAN0002649,2025-12-09,Connected,Customer requested extension
CALL0001002,LOAN0000593,2026-03-17,No answer,Will pay this week
CALL0001003,LOAN0000203,2026-08-04,No answer,Will pay this week
CALL0001004,LOAN0000422,2026-05-14,Wrong number,Will pay this week
CALL0001005,LOAN0003134,2026-08-17,Promise to pay,Could not reach
CALL0001006,LOAN0001023,2026-09-14,Dispute raised,Disputed amount
CALL0001007,LOAN0002198,2025-10-05,Dispute raised,Customer requested extension
CALL0001008,LOAN0001192,2026-05-03,Connected,Disputed amount
CALL0001009,LOAN0002494,2026-12-11,No answer,Could not reach
CALL0001010,LOAN0001571,2026-11-24,Wrong number,Disputed amount
CALL0001011,LOAN0002754,2026-05-17,Connected,Will pay this week
CALL0001012,LOAN0001746,2026-07-12,No answer,Income delayed
CALL0001013,LOAN0000165,2026-01-14,Connected,Will pay this week
CALL0001014,LOAN0000853,2026-10-12,Promise to pay,Customer requested extension
CALL0001015,LOAN0001349,2026-12-07,Connected,Could not reach
CALL0001016,LOAN0001580,2026-06-16,No answer,Income delayed
CALL0001017,LOAN0000934,2026-07-09,Promise to pay,Could not reach
CALL0001018,LOAN0001791,2026-06-10,Wrong number,Income delayed
CALL0001019,LOAN0001425,2026-06-09,No answer,Income delayed
CALL0001020,LOAN0001023,2026-08-12,No answer,Income delayed
CALL0001021,LOAN0000101,2025-12-13,Promise to pay,Disputed amount
CALL0001022,LOAN0003358,2026-08-25,Promise to pay,Will pay this week
CALL0001023,LOAN0003259,2026-08-11,Promise to pay,Will pay this week
CALL0001024,LOAN0002376,2026-09-10,Promise to pay,Disputed amount
CALL0001025,LOAN0000763,2025-10-17,No answer,Customer requested extension
CALL0001026,LOAN0002091,2025-11-20,Wrong number,Could not reach
CALL0001027,LOAN0002107,2026-03-24,No answer,Income delayed
CALL0001028,LOAN0002050,2026-01-21,Wrong number,Disputed amount
CALL0001029,LOAN0000880,2025-09-15,Promise to pay,Customer requested extension
CALL0001030,LOAN0000385,2027-01-05,No answer,Disputed amount
CALL0001031,LOAN0000101,2026-01-05,Dispute raised,Customer requested extension
CALL0001032,LOAN0001292,2026-11-25,Connected,Could not reach
CALL0001033,LOAN0002910,2026-07-15,Promise to pay,Customer requested extension
CALL0001034,LOAN0002536,2026-10-24,Connected,Income delayed
CALL0001035,LOAN0003095,2026-04-02,Promise to pay,Will pay this week
CALL0001036,LOAN0000414,2026-02-12,Wrong number,Customer requested extension
CALL0001037,LOAN0001075,2025-12-06,Dispute raised,Could not reach
CALL0001038,LOAN0000747,2026-07-25,Connected,Customer requested extension
CALL0001039,LOAN0003419,2026-05-09,Connected,Income delayed
CALL0001040,LOAN0001462,2025-09-18,Connected,Disputed amount
CALL0001041,LOAN0002099,2026-09-14,Promise to pay,Disputed amount
CALL0001042,LOAN0002492,2026-02-25,Dispute raised,Disputed amount
CALL0001043,LOAN0002268,2026-05-02,Dispute raised,Will pay this week
CALL0001044,LOAN0002788,2025-09-11,Promise to pay,Income delayed
CALL0001045,LOAN0000314,2025-11-17,Dispute raised,Disputed amount
CALL0001046,LOAN0000864,2026-10-08,Promise to pay,Will pay this week
CALL0001047,LOAN0000236,2025-11-03,Dispute raised,Will pay this week
CALL0001048,LOAN0001133,2026-02-23,Promise to pay,Disputed amount
CALL0001049,LOAN0002061,2026-08-11,Connected,Will pay this week
CALL0001050,LOAN0002123,2026-06-08,No answer,Income delayed
CALL0001051,LOAN0003222,2025-12-08,No answer,Income delayed
CALL0001052,LOAN0003012,2025-12-18,Connected,Will pay this week
CALL0001053,LOAN0003289,2026-06-07,No answer,Disputed amount
CALL0001054,LOAN0000380,2026-02-20,No answer,Will pay this week
CALL0001055,LOAN0002929,2026-09-15,Connected,Disputed amount
CALL0001056,LOAN0003019,2026-09-16,Wrong number,Income delayed
CALL0001057,LOAN0002714,2026-07-14,No answer,Will pay this week
CALL0001058,LOAN0001375,2026-03-07,No answer,Disputed amount
CALL0001059,LOAN0002908,2026-02-20,No answer,Will pay this week
CALL0001060,LOAN0002593,2026-01-13,Connected,Could not reach
CALL0001061,LOAN0002289,2026-08-17,No answer,Will pay this week
CALL0001062,LOAN0003200,2026-05-19,Promise to pay,Could not reach
CALL0001063,LOAN0002912,2026-05-23,Promise to pay,Will pay this week
CALL0001064,LOAN0000520,2026-07-04,Promise to pay,Could not reach
CALL0001065,LOAN0000703,2027-01-13,Connected,Customer requested extension
CALL0001066,LOAN0001821,2026-06-19,Connected,Disputed amount
CALL0001067,LOAN0002053,2026-04-02,Promise to pay,Income delayed
CALL0001068,LOAN0000402,2026-07-03,Connected,Customer requested extension
CALL0001069,LOAN0003027,2026-08-16,No answer,Could not reach
CALL0001070,LOAN0000323,2026-04-21,Connected,Could not reach
CALL0001071,LOAN0001303,2026-04-21,Connected,Customer requested extension
CALL0001072,LOAN0000180,2025-11-04,No answer,Will pay this week
CALL0001073,LOAN0002080,2026-08-10,Connected,Income delayed
CALL0001074,LOAN0003219,2025-10-19,Connected,Could not reach
CALL0001075,LOAN0000332,2026-10-12,Connected,Could not reach
CALL0001076,LOAN0002718,2026-08-14,Connected,Will pay this week
CALL0001077,LOAN0003384,2026-05-21,Dispute raised,Customer requested extension
CALL0001078,LOAN0002427,2026-05-02,Dispute raised,Disputed amount
CALL0001079,LOAN0001770,2026-07-21,No answer,Will pay this week
CALL0001080,LOAN0000572,2026-03-24,No answer,Will pay this week
CALL0001081,LOAN0000223,2026-06-24,Promise to pay,Could not reach
CALL0001082,LOAN0002074,2026-08-20,Dispute raised,Will pay this week
CALL0001083,LOAN0000708,2026-09-21,Connected,Customer requested extension
CALL0001084,LOAN0003086,2025-11-12,Wrong number,Disputed amount
CALL0001085,LOAN0002147,2025-12-16,Promise to pay,Could not reach
CALL0001086,LOAN0002106,2026-05-06,No answer,Will pay this week
CALL0001087,LOAN0001188,2025-09-17,No answer,Customer requested extension
CALL0001088,LOAN0000750,2026-12-16,Connected,Will pay this week
CALL0001089,LOAN0000759,2025-11-21,Dispute raised,Disputed amount
CALL0001090,LOAN0000109,2026-07-25,No answer,Customer requested extension
CALL0001091,LOAN0000501,2026-02-07,Connected,Disputed amount
CALL0001092,LOAN0002835,2025-10-16,Connected,Will pay this week
CALL0001093,LOAN0003002,2026-01-22,No answer,Could not reach
CALL0001094,LOAN0001405,2026-04-21,Connected,Could not reach
CALL0001095,LOAN0000385,2026-11-20,No answer,Could not reach
CALL0001096,LOAN0001657,2026-11-10,Connected,Income delayed
CALL0001097,LOAN0001413,2026-05-23,Connected,Will pay this week
CALL0001098,LOAN0001439,2026-07-08,Wrong number,Customer requested extension
CALL0001099,LOAN0002129,2026-10-02,Promise to pay,Disputed amount
CALL0001100,LOAN0002752,2026-07-17,Promise to pay,Customer requested extension
CALL0001101,LOAN0003251,2026-05-04,Promise to pay,Customer requested extension
CALL0001102,LOAN0001793,2025-10-23,No answer,Could not reach
CALL0001103,LOAN0003153,2026-04-19,Wrong number,Customer requested extension
CALL0001104,LOAN0002027,2026-08-13,Connected,Could not reach
CALL0001105,LOAN0002490,2026-08-25,Connected,Will pay this week
CALL0001106,LOAN0003397,2026-05-13,Connected,Will pay this week
CALL0001107,LOAN0000531,2027-01-10,Promise to pay,Could not reach
CALL0001108,LOAN0002108,2025-12-18,Wrong number,Will pay this week
CALL0001109,LOAN0002107,2026-05-05,No answer,Income delayed
CALL0001110,LOAN0001668,2025-12-09,Connected,Customer requested extension
CALL0001111,LOAN0003056,2026-08-12,Connected,Disputed amount
CALL0001112,LOAN0001789,2026-07-04,Promise to pay,Disputed amount
CALL0001113,LOAN0000908,2026-03-10,Promise to pay,Income delayed
CALL0001114,LOAN0002647,2026-02-25,No answer,Will pay this week
CALL0001115,LOAN0002142,2025-11-17,Promise to pay,Customer requested extension
CALL0001116,LOAN0003369,2026-05-04,Connected,Could not reach
CALL0001117,LOAN0003227,2026-07-25,No answer,Could not reach
CALL0001118,LOAN0002534,2026-01-02,Promise to pay,Will pay this week
CALL0001119,LOAN0001216,2025-12-18,Promise to pay,Disputed amount
CALL0001120,LOAN0001942,2026-08-02,Promise to pay,Could not reach
CALL0001121,LOAN0000731,2026-03-09,No answer,Disputed amount
CALL0001122,LOAN0000326,2026-05-17,Connected,Could not reach
CALL0001123,LOAN0001322,2026-11-21,Wrong number,Could not reach
CALL0001124,LOAN0002737,2026-03-21,Promise to pay,Will pay this week
CALL0001125,LOAN0000942,2026-07-11,Connected,Could not reach
CALL0001126,LOAN0000047,2026-06-19,Promise to pay,Income delayed
CALL0001127,LOAN0000320,2026-03-02,Connected,Customer requested extension
CALL0001128,LOAN0000981,2026-08-09,No answer,Disputed amount
CALL0001129,LOAN0000061,2026-05-20,Connected,Customer requested extension
CALL0001130,LOAN0001662,2026-10-13,Connected,Could not reach
CALL0001131,LOAN0002663,2026-06-05,Connected,Disputed amount
CALL0001132,LOAN0002888,2026-05-18,Connected,Customer requested extension
CALL0001133,LOAN0002931,2027-02-18,Promise to pay,Will pay this week
CALL0001134,LOAN0000823,2026-12-10,Wrong number,Disputed amount
CALL0001135,LOAN0002646,2026-06-12,Promise to pay,Could not reach
CALL0001136,LOAN0000345,2026-06-08,Connected,Will pay this week
CALL0001137,LOAN0001437,2026-03-02,Wrong number,Could not reach
CALL0001138,LOAN0000205,2026-03-15,Connected,Income delayed
CALL0001139,LOAN0000470,2026-07-23,Dispute raised,Will pay this week
CALL0001140,LOAN0001743,2026-09-11,Connected,Customer requested extension
CALL0001141,LOAN0002688,2026-02-22,Connected,Disputed amount
CALL0001142,LOAN0000107,2026-05-03,No answer,Could not reach
CALL0001143,LOAN0002450,2027-02-20,No answer,Could not reach
CALL0001144,LOAN0003265,2025-08-19,Wrong number,Will pay this week
CALL0001145,LOAN0002634,2026-06-11,Connected,Could not reach
CALL0001146,LOAN0002625,2026-01-07,Dispute raised,Could not reach
CALL0001147,LOAN0001226,2026-04-24,No answer,Could not reach
CALL0001148,LOAN0002113,2025-12-16,Promise to pay,Will pay this week
CALL0001149,LOAN0000836,2026-03-14,No answer,Could not reach
CALL0001150,LOAN0003120,2026-01-11,Connected,Income delayed
CALL0001151,LOAN0002080,2026-05-19,Dispute raised,Disputed amount
CALL0001152,LOAN0003041,2026-02-12,Connected,Could not reach
CALL0001153,LOAN0001448,2026-05-08,Dispute raised,Income delayed
CALL0001154,LOAN0001398,2025-10-21,Wrong number,Will pay this week
CALL0001155,LOAN0002888,2026-07-25,Promise to pay,Could not reach
CALL0001156,LOAN0001910,2026-02-16,Dispute raised,Income delayed
CALL0001157,LOAN0003035,2026-05-10,Connected,Disputed amount
CALL0001158,LOAN0002449,2026-09-04,Wrong number,Will pay this week
CALL0001159,LOAN0002705,2026-09-06,No answer,Disputed amount
CALL0001160,LOAN0000940,2026-02-22,Connected,Could not reach
CALL0001161,LOAN0001189,2026-01-16,No answer,Could not reach
CALL0001162,LOAN0001384,2026-06-11,Wrong number,Customer requested extension
CALL0001163,LOAN0000363,2026-03-21,No answer,Customer requested extension
CALL0001164,LOAN0002802,2025-12-16,Connected,Could not reach
CALL0001165,LOAN0001789,2026-08-17,No answer,Could not reach
CALL0001166,LOAN0002685,2026-04-12,Connected,Disputed amount
CALL0001167,LOAN0000076,2026-11-08,Connected,Will pay this week
CALL0001168,LOAN0002099,2026-08-07,Promise to pay,Customer requested extension
CALL0001169,LOAN0001271,2026-11-12,Wrong number,Disputed amount
CALL0001170,LOAN0000673,2026-03-14,Wrong number,Will pay this week
CALL0001171,LOAN0000371,2026-06-08,Promise to pay,Customer requested extension
CALL0001172,LOAN0000533,2025-12-20,Connected,Disputed amount
CALL0001173,LOAN0000156,2025-12-20,Wrong number,Income delayed
CALL0001174,LOAN0002210,2026-05-15,Connected,Customer requested extension
CALL0001175,LOAN0002194,2026-09-13,Connected,Could not reach
CALL0001176,LOAN0002650,2026-10-21,Connected,Could not reach
CALL0001177,LOAN0000583,2026-07-23,Connected,Disputed amount
CALL0001178,LOAN0003353,2026-11-25,Promise to pay,Disputed amount
CALL0001179,LOAN0001058,2026-04-04,Connected,Income delayed
CALL0001180,LOAN0002812,2026-02-21,Dispute raised,Could not reach
CALL0001181,LOAN0000820,2026-03-22,No answer,Could not reach
CALL0001182,LOAN0002536,2026-03-05,Promise to pay,Will pay this week
CALL0001183,LOAN0003140,2026-10-21,Dispute raised,Could not reach
CALL0001184,LOAN0001593,2026-07-25,Promise to pay,Income delayed
CALL0001185,LOAN0002066,2026-06-19,Wrong number,Income delayed
CALL0001186,LOAN0000941,2026-03-03,No answer,Will pay this week
CALL0001187,LOAN0001208,2025-12-04,Connected,Disputed amount
CALL0001188,LOAN0001865,2026-01-07,Wrong number,Income delayed
CALL0001189,LOAN0002928,2025-12-12,Connected,Could not reach
CALL0001190,LOAN0000956,2026-10-07,No answer,Will pay this week
CALL0001191,LOAN0002068,2026-09-21,Connected,Customer requested extension
CALL0001192,LOAN0001128,2026-03-11,Wrong number,Disputed amount
CALL0001193,LOAN0003300,2026-07-23,Promise to pay,Disputed amount
CALL0001194,LOAN0001188,2026-01-15,No answer,Disputed amount
CALL0001195,LOAN0001525,2025-11-04,Connected,Income delayed
CALL0001196,LOAN0000144,2026-09-05,Connected,Income delayed
CALL0001197,LOAN0001741,2026-12-22,Connected,Will pay this week
CALL0001198,LOAN0001417,2026-12-14,No answer,Could not reach
CALL0001199,LOAN0002708,2026-04-12,Dispute raised,Income delayed
CALL0001200,LOAN0002469,2026-02-15,Connected,Will pay this week
CALL0001201,LOAN0003057,2026-06-19,Dispute raised,Will pay this week
CALL0001202,LOAN0000397,2025-12-03,No answer,Disputed amount
CALL0001203,LOAN0002719,2026-10-16,Connected,Could not reach
CALL0001204,LOAN0002502,2025-11-10,No answer,Could not reach
CALL0001205,LOAN0001848,2026-07-16,No answer,Disputed amount
CALL0001206,LOAN0000134,2026-06-07,Connected,Could not reach
CALL0001207,LOAN0002671,2026-01-10,Promise to pay,Income delayed
CALL0001208,LOAN0001864,2026-12-06,Promise to pay,Disputed amount
CALL0001209,LOAN0000857,2026-06-07,Promise to pay,Will pay this week
CALL0001210,LOAN0002491,2026-02-12,Connected,Could not reach
CALL0001211,LOAN0001147,2026-10-20,Promise to pay,Customer requested extension
CALL0001212,LOAN0000823,2026-11-16,Connected,Disputed amount
CALL0001213,LOAN0001994,2026-07-04,Dispute raised,Will pay this week
CALL0001214,LOAN0002157,2026-07-22,Connected,Disputed amount
CALL0001215,LOAN0002569,2026-02-12,Connected,Disputed amount
CALL0001216,LOAN0002522,2026-04-11,Connected,Income delayed
CALL0001217,LOAN0000570,2026-02-14,Promise to pay,Income delayed
CALL0001218,LOAN0001637,2026-04-13,Wrong number,Customer requested extension
CALL0001219,LOAN0002444,2026-08-04,Promise to pay,Customer requested extension
CALL0001220,LOAN0002134,2026-10-04,Promise to pay,Customer requested extension
CALL0001221,LOAN0000521,2026-06-10,Connected,Disputed amount
CALL0001222,LOAN0001436,2026-02-22,Wrong number,Customer requested extension
CALL0001223,LOAN0001556,2026-05-19,No answer,Disputed amount
CALL0001224,LOAN0002851,2026-01-25,No answer,Disputed amount
CALL0001225,LOAN0001711,2026-02-07,Connected,Disputed amount
CALL0001226,LOAN0001580,2026-08-14,Dispute raised,Will pay this week
CALL0001227,LOAN0000450,2026-03-16,No answer,Could not reach
CALL0001228,LOAN0000652,2026-04-16,Promise to pay,Income delayed
CALL0001229,LOAN0000322,2026-03-06,Connected,Income delayed
CALL0001230,LOAN0000414,2026-06-08,Promise to pay,Disputed amount
CALL0001231,LOAN0001207,2026-03-06,Wrong number,Income delayed
CALL0001232,LOAN0001302,2026-09-21,No answer,Customer requested extension
CALL0001233,LOAN0001722,2026-09-23,No answer,Customer requested extension
CALL0001234,LOAN0001850,2026-08-18,Connected,Customer requested extension
CALL0001235,LOAN0000168,2026-03-13,Dispute raised,Income delayed
CALL0001236,LOAN0000692,2026-08-13,Connected,Will pay this week
CALL0001237,LOAN0002944,2026-07-24,Connected,Could not reach
CALL0001238,LOAN0000680,2026-08-13,Connected,Income delayed
CALL0001239,LOAN0001632,2025-11-19,No answer,Customer requested extension
