app_id,customer_id,application_date,product,requested_amount,tenure_months,channel,approval_status,rejection_reason,approved_amount,interest_rate,risk_score
APP0003279,CUST000533,2026-03-17,Personal Loan,51000,18,App,Approved,,44000,16.41,209.1
APP0003280,CUST002486,2026-01-02,Consumer Durable Loan,94000,12,App,Rejected,Low bureau score,0,0.0,548.7
APP0003281,CUST001948,2026-02-14,Personal Loan,141000,12,App,Rejected,Affordability policy,0,0.0,257.3
APP0003282,CUST000594,2025-11-06,Merchant Loan,146000,24,App,Approved,,141000,15.79,189.8
APP0003283,CUST000802,2025-12-01,Merchant Loan,104000,24,Partner,Approved,,100000,19.29,299.3
APP0003284,CUST000495,2025-07-21,Consumer Durable Loan,60000,12,Partner,Approved,,46000,17.34,235.6
APP0003285,CUST001467,2026-04-11,Consumer Durable Loan,57000,18,Partner,Approved,,49000,17.34,241.8
APP0003286,CUST001886,2025-11-20,Personal Loan,155000,18,App,Approved,,134000,17.14,200.9
APP0003287,CUST002129,2026-01-07,Two Wheeler Loan,73000,12,Partner,Rejected,Policy score cutoff,0,0.0,361.5
APP0003288,CUST000137,2026-05-23,Merchant Loan,241000,6,App,Approved,,197000,18.62,198.0
APP0003289,CUST002091,2026-04-04,Two Wheeler Loan,63000,24,Partner,Approved,,52000,17.41,253.4
APP0003290,CUST002435,2026-03-18,Consumer Durable Loan,68000,12,Referral,Rejected,Affordability policy,0,0.0,247.6
APP0003291,CUST001714,2026-05-19,Personal Loan,122000,18,Partner,Approved,,100000,17.19,238.9
APP0003292,CUST000410,2026-01-06,Merchant Loan,210000,24,Partner,Rejected,Affordability policy,0,0.0,296.0
APP0003293,CUST001737,2026-05-24,Personal Loan,73000,24,App,Approved,,58000,19.06,346.5
APP0003294,CUST001882,2026-05-25,Consumer Durable Loan,28000,24,App,Approved,,23000,16.18,213.4
APP0003295,CUST002063,2025-10-06,Consumer Durable Loan,40000,24,Branch,Approved,,35000,17.98,242.2
APP0003296,CUST001452,2026-05-09,Personal Loan,181000,12,Partner,Rejected,Recent delinquency,0,0.0,424.5
APP0003297,CUST001959,2026-02-21,Personal Loan,81000,9,App,Rejected,Affordability policy,0,0.0,254.0
APP0003298,CUST000605,2026-06-12,Personal Loan,175000,24,Partner,Rejected,Affordability policy,0,0.0,300.7
APP0003299,CUST001659,2026-05-12,Personal Loan,121000,12,Partner,Approved,,109000,21.55,305.2
APP0003300,CUST000431,2026-06-06,Consumer Durable Loan,51000,12,Branch,Rejected,Low bureau score,0,0.0,423.6
APP0003301,CUST002338,2025-07-24,Personal Loan,105000,24,Branch,Rejected,Affordability policy,0,0.0,220.3
APP0003302,CUST002226,2026-01-17,Personal Loan,120000,18,Branch,Approved,,113000,19.69,287.8
APP0003303,CUST001354,2026-05-14,Consumer Durable Loan,54000,9,Partner,Approved,,45000,18.48,296.8
APP0003304,CUST000457,2025-07-16,Two Wheeler Loan,97000,24,App,Rejected,Policy score cutoff,0,0.0,397.6
APP0003305,CUST000927,2026-04-18,Personal Loan,87000,12,App,Approved,,67000,18.25,318.6
APP0003306,CUST000092,2026-05-07,Two Wheeler Loan,53000,12,App,Approved,,40000,14.65,109.6
APP0003307,CUST000325,2026-03-12,Consumer Durable Loan,26000,12,Partner,Approved,,21000,12.9,144.0
APP0003308,CUST001787,2025-11-10,Consumer Durable Loan,110000,12,Partner,Approved,,86000,19.26,313.2
APP0003309,CUST001782,2026-03-17,Personal Loan,114000,18,App,Rejected,Affordability policy,0,0.0,328.1
APP0003310,CUST001914,2025-12-10,Two Wheeler Loan,66000,12,App,Rejected,Affordability policy,0,0.0,269.1
APP0003311,CUST001120,2026-03-04,Two Wheeler Loan,67000,12,App,Approved,,59000,17.16,233.6
APP0003312,CUST002431,2026-03-24,Personal Loan,113000,36,Branch,Approved,,111000,18.15,267.5
APP0003313,CUST002150,2026-02-13,Personal Loan,219000,12,App,Rejected,Policy score cutoff,0,0.0,341.5
APP0003314,CUST000451,2026-05-15,Personal Loan,34000,12,Referral,Approved,,32000,21.06,361.6
APP0003315,CUST001949,2025-10-24,Two Wheeler Loan,100000,9,App,Rejected,Policy score cutoff,0,0.0,390.1
APP0003316,CUST000863,2026-05-11,Personal Loan,139000,36,App,Rejected,Affordability policy,0,0.0,311.7
APP0003317,CUST000928,2026-02-23,Personal Loan,123000,18,Branch,Rejected,Policy score cutoff,0,0.0,341.6
APP0003318,CUST001487,2026-02-07,Two Wheeler Loan,54000,9,Partner,Approved,,52000,17.56,232.6
APP0003319,CUST000846,2025-07-21,Merchant Loan,152000,12,Referral,Rejected,Affordability policy,0,0.0,245.1
APP0003320,CUST001227,2025-07-01,Consumer Durable Loan,53000,24,App,Approved,,50000,18.02,193.7
APP0003321,CUST001850,2026-06-05,Merchant Loan,173000,18,App,Approved,,161000,18.67,285.0
APP0003322,CUST001469,2026-05-06,Personal Loan,56000,18,Partner,Approved,,52000,18.0,275.5
APP0003323,CUST000580,2025-11-03,Merchant Loan,258000,12,App,Rejected,Policy score cutoff,0,0.0,338.6
APP0003324,CUST001655,2026-06-08,Personal Loan,123000,12,Branch,Rejected,Policy score cutoff,0,0.0,488.2
APP0003325,CUST001469,2026-04-26,Personal Loan,155000,24,App,Approved,,131000,20.1,289.6
APP0003326,CUST000031,2026-01-05,Two Wheeler Loan,88000,12,Referral,Approved,,74000,16.02,187.3
APP0003327,CUST002357,2025-12-24,Personal Loan,123000,18,Branch,Rejected,Affordability policy,0,0.0,270.5
APP0003328,CUST000332,2026-01-20,Two Wheeler Loan,24000,24,Referral,Rejected,Low bureau score,0,0.0,511.2
APP0003329,CUST000987,2025-09-14,Personal Loan,90000,18,Partner,Approved,,80000,20.22,320.3
APP0003330,CUST000820,2025-11-14,Personal Loan,79000,24,Partner,Approved,,67000,16.34,179.8
APP0003331,CUST000490,2025-07-19,Consumer Durable Loan,26000,12,Referral,Rejected,Policy score cutoff,0,0.0,369.2
APP0003332,CUST002166,2026-06-08,Consumer Durable Loan,47000,6,Branch,Rejected,Policy score cutoff,0,0.0,335.1
APP0003333,CUST000128,2025-10-21,Consumer Durable Loan,71000,18,Partner,Rejected,Policy score cutoff,0,0.0,442.2
APP0003334,CUST002356,2026-06-26,Personal Loan,146000,12,Branch,Rejected,Low bureau score,0,0.0,536.6
APP0003335,CUST001504,2025-10-23,Personal Loan,179000,18,App,Rejected,Affordability policy,0,0.0,290.8
APP0003336,CUST001733,2025-10-20,Personal Loan,65000,12,Partner,Approved,,59000,19.75,292.0
APP0003337,CUST000586,2026-05-09,Personal Loan,65000,6,App,Rejected,Affordability policy,0,0.0,262.7
APP0003338,CUST000896,2025-10-17,Personal Loan,132000,12,App,Approved,,116000,19.31,223.0
APP0003339,CUST001943,2025-11-22,Personal Loan,41000,24,Referral,Rejected,Policy score cutoff,0,0.0,370.4
APP0003340,CUST000338,2025-12-06,Merchant Loan,105000,24,Partner,Approved,,85000,16.69,107.6
APP0003341,CUST001459,2026-02-26,Two Wheeler Loan,68000,12,Partner,Rejected,Affordability policy,0,0.0,297.7
APP0003342,CUST002088,2025-11-14,Consumer Durable Loan,63000,18,Referral,Approved,,59000,16.61,237.7
APP0003343,CUST000795,2025-11-23,Two Wheeler Loan,80000,6,Branch,Rejected,Affordability policy,0,0.0,272.7
APP0003344,CUST001677,2026-06-11,Personal Loan,85000,12,App,Rejected,Policy score cutoff,0,0.0,370.4
APP0003345,CUST000653,2026-01-08,Consumer Durable Loan,79000,36,Branch,Approved,,70000,17.41,240.7
APP0003346,CUST002274,2025-10-07,Personal Loan,113000,6,App,Approved,,112000,17.41,224.5
APP0003347,CUST000192,2026-05-21,Personal Loan,65000,9,Branch,Rejected,Policy score cutoff,0,0.0,391.9
APP0003348,CUST001534,2026-02-27,Two Wheeler Loan,61000,6,App,Rejected,Affordability policy,0,0.0,317.3
APP0003349,CUST000783,2025-09-13,Consumer Durable Loan,70000,6,App,Rejected,Low bureau score,0,0.0,516.8
APP0003350,CUST000690,2025-09-18,Personal Loan,121000,12,Partner,Approved,,107000,18.34,207.7
APP0003351,CUST001980,2026-02-17,Personal Loan,144000,12,App,Rejected,Policy score cutoff,0,0.0,337.9
APP0003352,CUST002057,2025-11-17,Merchant Loan,242000,12,App,Approved,,204000,20.18,337.2
APP0003353,CUST001871,2025-12-17,Personal Loan,180000,18,Partner,Rejected,Policy score cutoff,0,0.0,466.9
APP0003354,CUST000777,2026-06-04,Personal Loan,156000,12,App,Rejected,Affordability policy,0,0.0,248.3
APP0003355,CUST000737,2025-10-24,Merchant Loan,93000,12,Branch,Rejected,Affordability policy,0,0.0,233.0
APP0003356,CUST002158,2026-01-03,Personal Loan,82000,12,Referral,Rejected,Policy score cutoff,0,0.0,368.1
APP0003357,CUST002379,2026-01-25,Two Wheeler Loan,106000,24,Partner,Rejected,Low bureau score,0,0.0,451.4
APP0003358,CUST000178,2025-11-13,Personal Loan,93000,12,Partner,Rejected,Affordability policy,0,0.0,244.2
APP0003359,CUST001181,2025-08-08,Personal Loan,110000,18,App,Approved,,108000,15.3,184.8
APP0003360,CUST000044,2025-10-24,Two Wheeler Loan,48000,36,Branch,Rejected,Policy score cutoff,0,0.0,430.3
APP0003361,CUST000560,2025-08-16,Merchant Loan,263000,24,Branch,Approved,,203000,16.37,288.3
APP0003362,CUST002392,2026-01-07,Personal Loan,130000,12,Partner,Rejected,Affordability policy,0,0.0,321.4
APP0003363,CUST001807,2025-09-15,Consumer Durable Loan,75000,9,App,Approved,,70000,18.44,205.8
APP0003364,CUST002219,2026-01-09,Merchant Loan,157000,12,Referral,Rejected,Policy score cutoff,0,0.0,390.4
APP0003365,CUST000783,2026-05-26,Personal Loan,105000,36,Branch,Rejected,Low bureau score,0,0.0,510.2
APP0003366,CUST001891,2025-12-07,Consumer Durable Loan,61000,12,Partner,Approved,,60000,22.31,372.8
APP0003367,CUST001055,2025-12-07,Consumer Durable Loan,89000,12,Referral,Rejected,Low bureau score,0,0.0,468.7
APP0003368,CUST001794,2025-09-04,Personal Loan,154000,18,App,Approved,,149000,18.28,215.0
APP0003369,CUST001523,2025-10-09,Personal Loan,145000,36,App,Approved,,143000,16.86,180.4
APP0003370,CUST002032,2026-04-09,Consumer Durable Loan,82000,12,Partner,Rejected,Policy score cutoff,0,0.0,426.5
APP0003371,CUST000814,2025-10-10,Personal Loan,161000,36,Partner,Rejected,Policy score cutoff,0,0.0,378.7
APP0003372,CUST001841,2025-07-25,Merchant Loan,257000,24,Referral,Rejected,Policy score cutoff,0,0.0,341.1
APP0003373,CUST000462,2026-06-10,Two Wheeler Loan,73000,12,Partner,Approved,,73000,16.75,136.0
APP0003374,CUST000848,2026-05-21,Personal Loan,113000,18,Branch,Rejected,Affordability policy,0,0.0,321.8
APP0003375,CUST000909,2026-03-24,Personal Loan,111000,6,Branch,Approved,,100000,20.77,228.1
APP0003376,CUST002189,2025-12-20,Personal Loan,134000,12,App,Approved,,102000,15.08,141.3
APP0003377,CUST001540,2026-06-26,Personal Loan,158000,12,App,Rejected,Affordability policy,0,0.0,243.2
APP0003378,CUST002363,2026-04-03,Personal Loan,94000,6,App,Approved,,80000,16.29,138.1
APP0003379,CUST000879,2025-07-06,Two Wheeler Loan,66000,6,Partner,Rejected,Affordability policy,0,0.0,203.8
APP0003380,CUST002061,2025-10-03,Merchant Loan,288000,12,App,Rejected,Policy score cutoff,0,0.0,383.4
APP0003381,CUST000044,2026-06-13,Consumer Durable Loan,81000,24,App,Rejected,Policy score cutoff,0,0.0,388.1
APP0003382,CUST000851,2025-12-09,Two Wheeler Loan,71000,12,Branch,Rejected,Affordability policy,0,0.0,286.3
APP0003383,CUST000575,2026-04-17,Consumer Durable Loan,81000,18,Referral,Rejected,Policy score cutoff,0,0.0,338.5
APP0003384,CUST000217,2026-05-03,Personal Loan,132000,12,Branch,Approved,,110000,20.15,308.2
APP0003385,CUST001927,2026-04-07,Merchant Loan,251000,9,App,Rejected,Affordability policy,0,0.0,309.7
APP0003386,CUST002185,2025-07-13,Consumer Durable Loan,81000,18,Partner,Approved,,64000,21.17,307.9
APP0003387,CUST001604,2025-07-13,Personal Loan,65000,24,App,Rejected,High recent enquiries,0,0.0,445.6
APP0003388,CUST000521,2026-05-01,Personal Loan,154000,24,App,Approved,,147000,16.72,199.2
APP0003389,CUST002305,2025-11-02,Personal Loan,143000,24,App,Rejected,Affordability policy,0,0.0,263.9
APP0003390,CUST000868,2026-04-23,Merchant Loan,270000,18,App,Rejected,Policy score cutoff,0,0.0,367.1
APP0003391,CUST001238,2026-04-27,Personal Loan,165000,12,Branch,Rejected,Policy score cutoff,0,0.0,442.0
APP0003392,CUST000785,2026-04-09,Personal Loan,44000,24,App,Approved,,42000,17.45,212.1
APP0003393,CUST001570,2025-09-27,Personal Loan,65000,18,Referral,Rejected,Recent delinquency,0,0.0,318.2
APP0003394,CUST000670,2026-06-25,Two Wheeler Loan,82000,18,App,Approved,,79000,15.88,163.6
APP0003395,CUST002057,2025-09-13,Personal Loan,60000,18,App,Rejected,Affordability policy,0,0.0,299.2
APP0003396,CUST000439,2025-12-04,Two Wheeler Loan,85000,24,App,Approved,,72000,19.51,253.7
APP0003397,CUST000158,2026-01-11,Merchant Loan,164000,12,App,Rejected,Policy score cutoff,0,0.0,365.1
APP0003398,CUST001178,2026-06-08,Personal Loan,134000,36,Partner,Approved,,116000,19.35,302.2
APP0003399,CUST001088,2025-09-25,Personal Loan,169000,18,Partner,Rejected,Affordability policy,0,0.0,237.9
APP0003400,CUST002111,2025-09-15,Personal Loan,223000,12,App,Rejected,Affordability policy,0,0.0,268.0
APP0003401,CUST002146,2025-07-11,Merchant Loan,228000,12,Referral,Approved,,187000,16.94,184.6
APP0003402,CUST002165,2025-09-08,Merchant Loan,146000,18,App,Rejected,Policy score cutoff,0,0.0,374.0
APP0003403,CUST000710,2026-05-12,Personal Loan,162000,9,App,Rejected,Recent delinquency,0,0.0,460.1
APP0003404,CUST001326,2025-10-17,Personal Loan,184000,24,App,Rejected,Low bureau score,0,0.0,461.4
APP0003405,CUST000783,2025-12-07,Two Wheeler Loan,53000,18,App,Rejected,Low bureau score,0,0.0,500.1
APP0003406,CUST000385,2025-12-16,Consumer Durable Loan,40000,6,App,Rejected,Affordability policy,0,0.0,232.4
APP0003407,CUST002381,2026-01-07,Personal Loan,129000,36,Branch,Rejected,Policy score cutoff,0,0.0,395.0
APP0003408,CUST000638,2026-01-09,Personal Loan,21000,12,App,Rejected,Affordability policy,0,0.0,249.3
APP0003409,CUST000889,2026-02-16,Personal Loan,142000,18,Partner,Approved,,122000,18.63,223.3
APP0003410,CUST000816,2025-11-01,Personal Loan,193000,24,App,Rejected,Policy score cutoff,0,0.0,345.3
APP0003411,CUST000796,2025-09-14,Two Wheeler Loan,107000,24,Branch,Rejected,Policy score cutoff,0,0.0,349.2
APP0003412,CUST001406,2026-05-04,Personal Loan,106000,6,Referral,Approved,,101000,15.17,149.0
APP0003413,CUST002139,2026-03-04,Merchant Loan,255000,24,Partner,Rejected,Policy score cutoff,0,0.0,413.4
APP0003414,CUST001920,2025-07-15,Personal Loan,116000,18,Branch,Approved,,115000,14.5,153.2
APP0003415,CUST000618,2025-10-01,Consumer Durable Loan,36000,12,App,Rejected,Affordability policy,0,0.0,289.2
APP0003416,CUST001254,2026-02-25,Merchant Loan,304000,18,Partner,Rejected,Affordability policy,0,0.0,317.2
APP0003417,CUST001373,2026-04-09,Personal Loan,136000,18,Referral,Rejected,Affordability policy,0,0.0,298.9
APP0003418,CUST000754,2026-02-18,Personal Loan,139000,18,App,Approved,,109000,17.68,268.1
APP0003419,CUST000769,2026-06-20,Consumer Durable Loan,84000,24,Partner,Rejected,Policy score cutoff,0,0.0,412.0
APP0003420,CUST001532,2025-11-19,Two Wheeler Loan,10000,18,Partner,Rejected,Policy score cutoff,0,0.0,361.0
APP0003421,CUST001396,2026-05-15,Consumer Durable Loan,94000,18,App,Rejected,Affordability policy,0,0.0,251.0
APP0003422,CUST001957,2025-07-19,Two Wheeler Loan,10000,6,App,Rejected,Affordability policy,0,0.0,311.6
APP0003423,CUST000225,2026-03-17,Personal Loan,49000,12,Partner,Rejected,Affordability policy,0,0.0,294.5
APP0003424,CUST000878,2025-11-11,Two Wheeler Loan,73000,12,App,Rejected,Low bureau score,0,0.0,388.8
APP0003425,CUST001109,2025-08-05,Consumer Durable Loan,54000,18,App,Rejected,Policy score cutoff,0,0.0,335.7
APP0003426,CUST001890,2025-09-16,Two Wheeler Loan,71000,12,Branch,Approved,,71000,17.67,218.9
APP0003427,CUST001135,2026-02-22,Two Wheeler Loan,94000,12,App,Approved,,81000,16.62,148.5
APP0003428,CUST000903,2026-06-15,Consumer Durable Loan,106000,24,App,Rejected,Affordability policy,0,0.0,217.6
APP0003429,CUST001557,2026-05-17,Personal Loan,43000,24,Referral,Rejected,Affordability policy,0,0.0,271.5
APP0003430,CUST001020,2026-03-16,Personal Loan,155000,12,App,Rejected,Affordability policy,0,0.0,316.8
APP0003431,CUST001690,2025-10-06,Personal Loan,38000,12,App,Approved,,33000,19.57,247.9
APP0003432,CUST001689,2026-03-10,Personal Loan,80000,24,Partner,Approved,,72000,16.67,141.0
APP0003433,CUST000925,2026-04-15,Consumer Durable Loan,94000,18,App,Rejected,Policy score cutoff,0,0.0,390.0
APP0003434,CUST001347,2026-04-17,Personal Loan,91000,12,App,Rejected,Affordability policy,0,0.0,180.5
APP0003435,CUST002118,2026-04-12,Consumer Durable Loan,89000,36,Partner,Rejected,Recent delinquency,0,0.0,455.2
APP0003436,CUST001080,2025-12-11,Personal Loan,100000,18,Referral,Rejected,Low bureau score,0,0.0,462.3
APP0003437,CUST000440,2025-08-22,Two Wheeler Loan,103000,24,Partner,Approved,,96000,21.18,353.4
APP0003438,CUST001981,2025-09-25,Personal Loan,66000,9,App,Rejected,Policy score cutoff,0,0.0,335.5
APP0003439,CUST001571,2026-05-27,Consumer Durable Loan,77000,9,App,Rejected,Affordability policy,0,0.0,259.5
APP0003440,CUST001845,2026-02-23,Consumer Durable Loan,78000,12,App,Rejected,Affordability policy,0,0.0,217.9
APP0003441,CUST000706,2025-12-15,Personal Loan,98000,12,App,Approved,,87000,17.64,157.5
APP0003442,CUST001969,2026-03-22,Personal Loan,119000,12,Referral,Approved,,112000,19.1,268.0
APP0003443,CUST002308,2025-09-08,Personal Loan,152000,36,Partner,Approved,,126000,15.54,153.6
APP0003444,CUST000035,2025-09-07,Personal Loan,134000,12,Partner,Rejected,Policy score cutoff,0,0.0,352.6
APP0003445,CUST001508,2026-02-13,Merchant Loan,142000,36,App,Rejected,Policy score cutoff,0,0.0,333.2
APP0003446,CUST001879,2026-06-01,Merchant Loan,10000,9,Referral,Rejected,Low bureau score,0,0.0,467.7
APP0003447,CUST002202,2026-04-19,Consumer Durable Loan,107000,24,App,Approved,,89000,19.63,241.3
APP0003448,CUST002112,2025-12-06,Personal Loan,130000,9,App,Approved,,101000,16.33,236.6
APP0003449,CUST001388,2025-08-07,Consumer Durable Loan,27000,12,App,Approved,,26000,18.65,139.6
APP0003450,CUST000288,2025-10-16,Consumer Durable Loan,69000,9,App,Approved,,57000,17.71,259.3
APP0003451,CUST000012,2026-05-15,Merchant Loan,137000,18,Partner,Approved,,135000,16.58,182.6
APP0003452,CUST002357,2025-11-14,Consumer Durable Loan,88000,6,App,Rejected,Affordability policy,0,0.0,304.7
APP0003453,CUST000520,2025-08-13,Personal Loan,223000,18,App,Approved,,219000,16.55,244.0
APP0003454,CUST001496,2025-10-11,Consumer Durable Loan,86000,6,App,Rejected,Affordability policy,0,0.0,256.0
APP0003455,CUST000462,2025-11-25,Personal Loan,210000,12,App,Approved,,184000,14.94,125.8
APP0003456,CUST001221,2025-09-21,Personal Loan,163000,6,App,Approved,,124000,18.91,199.9
APP0003457,CUST000926,2025-10-24,Two Wheeler Loan,60000,9,App,Approved,,51000,17.57,210.8
APP0003458,CUST000323,2026-01-07,Two Wheeler Loan,71000,36,App,Approved,,57000,19.69,301.2
APP0003459,CUST000565,2026-01-05,Consumer Durable Loan,62000,12,Partner,Approved,,50000,19.13,261.1
APP0003460,CUST000541,2026-03-23,Personal Loan,104000,24,App,Rejected,Affordability policy,0,0.0,310.8
APP0003461,CUST001531,2026-04-03,Personal Loan,109000,36,Partner,Approved,,89000,19.48,209.1
APP0003462,CUST001260,2026-03-23,Two Wheeler Loan,81000,24,App,Approved,,67000,20.11,307.5
APP0003463,CUST001023,2025-09-24,Personal Loan,146000,12,App,Rejected,Policy score cutoff,0,0.0,406.0
APP0003464,CUST002260,2025-12-11,Personal Loan,33000,12,Branch,Approved,,25000,19.1,260.0
APP0003465,CUST001449,2026-06-17,Personal Loan,101000,18,App,Approved,,91000,17.16,185.6
APP0003466,CUST000657,2025-07-14,Merchant Loan,390000,9,Partner,Rejected,Low bureau score,0,0.0,500.5
APP0003467,CUST000013,2025-12-13,Personal Loan,87000,12,App,Approved,,71000,16.19,198.4
APP0003468,CUST002069,2026-06-03,Personal Loan,129000,18,Partner,Rejected,Policy score cutoff,0,0.0,388.6
APP0003469,CUST002383,2025-12-13,Personal Loan,105000,18,App,Approved,,96000,15.63,170.4
APP0003470,CUST000271,2026-01-22,Two Wheeler Loan,102000,18,App,Approved,,93000,19.42,306.6
APP0003471,CUST001966,2025-09-16,Consumer Durable Loan,98000,18,App,Approved,,83000,20.07,285.0
APP0003472,CUST000590,2026-03-10,Merchant Loan,10000,18,Branch,Approved,,9000,19.8,362.7
APP0003473,CUST000436,2026-05-15,Personal Loan,104000,12,App,Rejected,Policy score cutoff,0,0.0,399.7
APP0003474,CUST000037,2025-11-27,Personal Loan,83000,18,App,Rejected,Policy score cutoff,0,0.0,392.6
APP0003475,CUST000204,2026-03-01,Consumer Durable Loan,39000,6,Partner,Approved,,32000,19.09,372.4
APP0003476,CUST001962,2025-11-01,Personal Loan,152000,9,App,Rejected,Affordability policy,0,0.0,316.8
APP0003477,CUST000016,2026-06-18,Two Wheeler Loan,85000,24,Partner,Approved,,75000,19.7,303.0
APP0003478,CUST000254,2026-06-05,Personal Loan,86000,9,App,Approved,,72000,15.45,50.0
APP0003479,CUST000312,2025-09-27,Two Wheeler Loan,103000,9,App,Rejected,Policy score cutoff,0,0.0,341.7
APP0003480,CUST001604,2026-03-10,Personal Loan,82000,9,Referral,Rejected,High recent enquiries,0,0.0,428.4
APP0003481,CUST000753,2026-01-01,Consumer Durable Loan,49000,12,Partner,Rejected,Affordability policy,0,0.0,260.6
APP0003482,CUST000358,2025-10-22,Personal Loan,89000,24,Referral,Approved,,83000,21.28,354.4
APP0003483,CUST000414,2025-11-18,Consumer Durable Loan,87000,9,Branch,Approved,,78000,16.22,212.0
APP0003484,CUST002075,2025-10-16,Personal Loan,61000,18,Partner,Approved,,58000,17.42,181.9
APP0003485,CUST002133,2025-12-15,Consumer Durable Loan,86000,6,Partner,Approved,,74000,18.35,263.9
APP0003486,CUST000726,2026-02-06,Merchant Loan,76000,12,Partner,Rejected,Policy score cutoff,0,0.0,388.6
APP0003487,CUST001099,2026-03-18,Two Wheeler Loan,61000,36,Branch,Approved,,56000,11.74,88.9
APP0003488,CUST000100,2025-12-23,Personal Loan,161000,12,Branch,Approved,,124000,14.64,160.1
APP0003489,CUST001735,2026-02-01,Personal Loan,130000,9,Partner,Approved,,120000,16.21,241.9
APP0003490,CUST000816,2026-06-01,Consumer Durable Loan,92000,9,App,Rejected,Affordability policy,0,0.0,316.8
APP0003491,CUST000535,2026-03-01,Personal Loan,177000,12,Partner,Approved,,146000,14.26,154.3
APP0003492,CUST001609,2026-06-24,Two Wheeler Loan,43000,24,Branch,Rejected,Low bureau score,0,0.0,471.9
APP0003493,CUST000593,2026-05-23,Consumer Durable Loan,68000,24,App,Approved,,67000,15.86,127.2
APP0003494,CUST002230,2026-06-02,Consumer Durable Loan,14000,18,App,Approved,,14000,21.51,322.3
APP0003495,CUST000871,2025-07-20,Personal Loan,132000,9,App,Rejected,Policy score cutoff,0,0.0,438.4
APP0003496,CUST000488,2025-09-15,Two Wheeler Loan,78000,12,App,Rejected,Policy score cutoff,0,0.0,331.1
APP0003497,CUST000855,2026-04-15,Two Wheeler Loan,65000,18,Partner,Rejected,Affordability policy,0,0.0,306.3
APP0003498,CUST000708,2025-11-27,Two Wheeler Loan,49000,6,Referral,Approved,,44000,18.7,259.9
APP0003499,CUST001694,2026-03-07,Personal Loan,205000,12,Referral,Approved,,158000,16.35,150.4
APP0003500,CUST000473,2026-04-19,Two Wheeler Loan,56000,9,Partner,Rejected,Affordability policy,0,0.0,294.7
APP0003501,CUST001504,2025-10-15,Consumer Durable Loan,32000,18,Partner,Rejected,Affordability policy,0,0.0,281.6
APP0003502,CUST002325,2025-10-16,Consumer Durable Loan,76000,24,App,Rejected,Affordability policy,0,0.0,328.2
APP0003503,CUST000218,2026-03-05,Personal Loan,120000,12,Partner,Approved,,94000,17.56,286.6
APP0003504,CUST000601,2026-01-16,Two Wheeler Loan,23000,12,Branch,Rejected,Low bureau score,0,0.0,535.4
APP0003505,CUST000794,2026-03-21,Personal Loan,100000,9,App,Approved,,97000,14.89,153.1
APP0003506,CUST001899,2025-11-21,Consumer Durable Loan,64000,24,Partner,Approved,,64000,14.59,118.8
APP0003507,CUST000091,2026-06-23,Personal Loan,96000,18,App,Rejected,Policy score cutoff,0,0.0,362.8
APP0003508,CUST002252,2025-08-14,Consumer Durable Loan,35000,36,App,Rejected,Affordability policy,0,0.0,255.2
APP0003509,CUST001743,2025-11-26,Merchant Loan,185000,18,Partner,Rejected,Low bureau score,0,0.0,526.3
APP0003510,CUST002049,2026-01-01,Consumer Durable Loan,87000,12,App,Approved,,83000,17.6,272.8
APP0003511,CUST002183,2026-06-01,Two Wheeler Loan,114000,12,App,Rejected,Affordability policy,0,0.0,328.4
APP0003512,CUST001268,2025-07-15,Two Wheeler Loan,38000,24,App,Approved,,31000,19.01,283.9
APP0003513,CUST000517,2026-01-20,Consumer Durable Loan,37000,6,App,Rejected,Recent delinquency,0,0.0,486.7
APP0003514,CUST001415,2026-04-15,Merchant Loan,321000,36,App,Approved,,294000,19.8,271.2
APP0003515,CUST001510,2025-07-06,Personal Loan,123000,18,Partner,Approved,,121000,18.59,264.0
APP0003516,CUST000528,2026-01-22,Two Wheeler Loan,29000,12,App,Approved,,27000,15.85,127.2
APP0003517,CUST000822,2026-01-15,Personal Loan,99000,12,Referral,Rejected,Low bureau score,0,0.0,486.6
APP0003518,CUST002373,2026-04-04,Personal Loan,128000,24,Partner,Rejected,Affordability policy,0,0.0,271.5
APP0003519,CUST002322,2026-06-10,Two Wheeler Loan,92000,9,App,Approved,,88000,20.81,336.8
APP0003520,CUST001070,2025-11-19,Two Wheeler Loan,79000,12,App,Rejected,Affordability policy,0,0.0,233.4
APP0003521,CUST000017,2025-07-20,Personal Loan,105000,18,App,Approved,,100000,16.64,176.2
APP0003522,CUST000134,2025-07-08,Personal Loan,122000,18,App,Rejected,Policy score cutoff,0,0.0,370.1
APP0003523,CUST002340,2026-06-20,Merchant Loan,183000,12,App,Approved,,142000,17.02,173.1
APP0003524,CUST001265,2025-11-07,Personal Loan,126000,12,Partner,Approved,,110000,15.02,167.1
APP0003525,CUST002329,2025-09-26,Personal Loan,141000,12,Partner,Rejected,Affordability policy,0,0.0,259.4
APP0003526,CUST001206,2026-04-23,Two Wheeler Loan,70000,18,Partner,Approved,,60000,20.12,360.1
APP0003527,CUST001192,2026-04-24,Two Wheeler Loan,82000,6,App,Rejected,Affordability policy,0,0.0,299.0
APP0003528,CUST002266,2025-09-07,Personal Loan,162000,24,App,Rejected,Affordability policy,0,0.0,290.3
APP0003529,CUST000220,2025-07-11,Personal Loan,139000,12,App,Rejected,Affordability policy,0,0.0,288.6
